ID,Lobe_Furrow,Area,Circularity,GedesicDiameter
S5_IN1,Lobe,1184.235,0.171,128.596
S5_IN1,Lobe,1446.669,0.391,91.382
S5_IN1,Lobe,1259.24,0.637,60.809
S5_IN1,Lobe,1875.526,0.396,100.835
S5_IN1,Lobe,1474.118,0.529,77.267
S5_IN1,Lobe,1943.597,0.406,98.023
S5_IN1,Lobe,1839.735,0.582,79.794
S5_IN1,Lobe,1510.535,0.59,73.205
S5_IN1,Lobe,1805.318,0.515,82.059
S5_IN1,Lobe,1528.761,0.453,82.554
S5_IN1,Lobe,993.839,0.541,62.398
S5_IN1,Lobe,1875.763,0.54,85.497
S5_IN1,Lobe,1304.423,0.41,87.997
S5_IN1,Lobe,1671.414,0.492,79.95
S5_IN1,Lobe,1739.638,0.534,73.882
S5_IN1,Lobe,1230.57,0.525,66.486
S5_IN1,Lobe,2181.753,0.47,98.934
S5_IN1,Lobe,1592.085,0.584,74.663
S5_IN1,Lobe,1874.203,0.447,95.757
S5_IN1,Lobe,1880.595,0.529,83.075
S5_IN1,Lobe,1592.322,0.553,76.616
S5_IN1,Lobe,1206.529,0.651,59.169
S5_IN1,Lobe,1481.628,0.54,73.361
S5_IN1,Lobe,1869.507,0.477,95.288
S5_IN1,Lobe,1356.625,0.652,58.674
S5_IN1,Lobe,1683.282,0.616,70.132
S5_IN1,Lobe,2136.773,0.414,104.195
S5_IN1,Lobe,2352.108,0.487,98.752
S5_IN1,Lobe,1369.629,0.597,59.767
S5_IN1,Lobe,1518.046,0.525,72.372
S5_IN1,Lobe,1807.556,0.579,68.231
S5_IN1,Lobe,1750.658,0.494,91.434
S5_IN1,Lobe,1724.04,0.522,82.997
S5_IN1,Lobe,1940.867,0.466,93.049
S5_IN1,Lobe,1686.164,0.541,76.46
S5_IN1,Lobe,1544.749,0.62,69.663
S5_IN1,Lobe,1100.159,0.645,54.481
S5_IN1,Lobe,2559.831,0.5,104.403
S5_IN1,Lobe,1710.697,0.493,87.085
S5_IN1,Lobe,1646.169,0.58,76.33
S5_IN1,Lobe,1021.169,0.453,69.846
S5_IN1,Lobe,2144.487,0.336,125.106
S5_IN1,Lobe,1784.041,0.479,87.007
S5_IN1,Lobe,2379.54,0.409,113.908
S5_IN1,Lobe,1540.731,0.495,77.502
S5_IN1,Lobe,1349.521,0.625,62.007
S5_IN1,Lobe,2590.552,0.521,90.575
S5_IN1,Lobe,2752.855,0.411,122.528
S5_IN1,Lobe,3746.185,0.384,151.096
S5_IN1,Lobe,1519.979,0.614,69.794
S5_IN1,Lobe,1402.842,0.402,91.356
S5_IN1,Lobe,2413.059,0.419,118.752
S5_IN1,Lobe,1740.384,0.491,82.736
S5_IN1,Lobe,2066.023,0.431,105.497
S5_IN1,Lobe,1098.209,0.557,64.611
S5_IN1,Lobe,2606.286,0.404,115.575
S5_IN1,Lobe,1998.749,0.502,87.241
S5_IN1,Lobe,1464.996,0.393,97.32
S5_IN1,Lobe,2686.954,0.294,154.299
S5_IN1,Lobe,2046.017,0.488,97.866
S5_IN1,Lobe,1756.337,0.483,82.294
S5_IN1,Lobe,1220.178,0.607,62.866
S5_IN1,Lobe,2111.952,0.441,100.783
S5_IN1,Lobe,977.105,0.475,68.153
S5_IN1,Lobe,766.551,0.388,66.903
S5_IN1,Lobe,2078.552,0.412,107.111
S5_IN1,Lobe,1527.218,0.515,81.564
S5_IN1,Lobe,1532.254,0.519,77.866
S5_IN1,Lobe,929.396,0.539,56.382
S5_IN1,Lobe,1380.327,0.31,96.382
S5_IN1,Lobe,3451.453,0.428,129.038
S5_IN1,Lobe,2181.786,0.36,120.288
S5_IN1,Lobe,2671.39,0.451,108.491
S5_IN1,Lobe,1704.898,0.507,84.663
S5_IN1,Lobe,1457.418,0.57,65.236
S5_IN1,Lobe,1504.178,0.235,122.71
S5_IN1,Lobe,2364.519,0.435,93.57
S5_IN1,Lobe,2027.418,0.364,105.575
S5_IN1,Lobe,1558.889,0.383,95.549
S5_IN1,Lobe,1420.407,0.585,70.106
S5_IN1,Lobe,2638.312,0.466,108.83
S5_IN1,Lobe,2291.836,0.514,94.611
S5_IN1,Lobe,565.101,0.561,44.403
S5_IN1,Lobe,2307.027,0.463,96.616
S5_IN1,Lobe,2752.584,0.417,118.153
S5_IN1,Lobe,1439.141,0.517,75.523
S5_IN1,Lobe,843.828,0.397,73.023
S5_IN1,Lobe,2432.895,0.44,111.174
S5_IN1,Lobe,2380.032,0.621,87.84
S5_IN1,Lobe,1654.138,0.576,79.429
S5_IN1,Lobe,3332.943,0.332,150.419
S5_IN1,Lobe,2090.2,0.647,74.637
S5_IN1,Furrow,635.043,0.607,32.859
S5_IN1,Furrow,1785.437,0.671,53.705
S5_IN1,Furrow,1362.623,0.77,43.017
S5_IN1,Furrow,1611.244,0.586,59.128
S5_IN1,Furrow,1904.184,0.704,66.8
S5_IN1,Furrow,2536.952,0.619,77.329
S5_IN1,Furrow,1285.535,0.721,46.615
S5_IN1,Furrow,1270.366,0.662,51.959
S5_IN1,Furrow,1094.196,0.661,46.298
S5_IN1,Furrow,1156.535,0.622,51.192
S5_IN1,Furrow,1444.645,0.386,84.022
S5_IN1,Furrow,2101.996,0.74,60.98
S5_IN1,Furrow,802.237,0.747,33.388
S5_IN1,Furrow,1389.147,0.649,59.736
S5_IN1,Furrow,1448.88,0.553,59.26
S5_IN1,Furrow,1196.829,0.724,46.456
S5_IN1,Furrow,775.835,0.695,36.959
S5_IN1,Furrow,1215.41,0.721,46.774
S5_IN1,Furrow,1250.297,0.517,57.938
S5_IN1,Furrow,1823.824,0.573,65.318
S5_IN1,Furrow,846.817,0.567,41.933
S5_IN1,Furrow,994.433,0.571,46.827
S5_IN1,Furrow,1131.708,0.747,43.784
S5_IN1,Furrow,1567.329,0.661,57.673
S5_IN1,Furrow,1850.435,0.611,60.927
S5_IN1,Furrow,505.693,0.301,53.467
S5_IN1,Furrow,501.547,0.484,39.208
S5_IN1,Furrow,629.199,0.32,61.324
S5_IN1,Furrow,2037.155,0.626,52.488
S5_IN1,Furrow,1993.502,0.762,54.525
S5_IN1,Furrow,2268,0.529,75.98
S5_IN1,Furrow,1124.22,0.59,54.895
S5_IN1,Furrow,1585.333,0.662,58.625
S5_IN1,Furrow,1223.476,0.668,48.387
S5_IN1,Furrow,1748.677,0.747,56.324
S5_IN1,Furrow,849.319,0.649,36.853
S5_IN1,Furrow,1837.786,0.744,54.604
S5_IN1,Furrow,1300.914,0.803,45.504
S5_IN1,Furrow,967.733,0.681,43.864
S5_IN1,Furrow,2342.779,0.683,70.133
S5_IN1,Furrow,1672.901,0.544,62.541
S5_IN1,Furrow,829.128,0.778,36.933
S5_IN1,Furrow,1427.482,0.676,55.186
S5_IN1,Furrow,2032.588,0.663,72.408
S5_IN1,Furrow,1379.07,0.657,54.472
S5_IN1,Furrow,1518.147,0.733,49.684
S5_IN1,Furrow,1856.874,0.694,57.699
S5_IN1,Furrow,1304.536,0.633,47.991
S5_IN1,Furrow,1380.067,0.592,62.25
S5_IN1,Furrow,1525.845,0.635,55.028
S5_IN1,Furrow,1129.539,0.633,44.128
S5_IN1,Furrow,1490.503,0.684,53.149
S5_IN1,Furrow,992.176,0.661,49.049
S5_IN1,Furrow,1609.145,0.713,57.197
S5_IN1,Furrow,1139.424,0.793,46.324
S5_IN1,Furrow,2130.847,0.705,52.7
S5_IN1,Furrow,1494.317,0.717,56.721
S5_IN1,Furrow,1530.954,0.682,50.239
S5_IN1,Furrow,2255.875,0.646,67.461
S5_IN1,Furrow,934.368,0.759,42.25
S5_IN1,Furrow,1293.338,0.743,46.139
S5_IN1,Furrow,2043.786,0.565,63.52
S5_IN1,Furrow,2492.739,0.67,69.631
S5_IN1,Furrow,1653.515,0.674,52.409
S5_IN1,Furrow,1521.296,0.605,51.694
S5_IN1,Furrow,2008.689,0.553,64.948
S5_IN1,Furrow,1019.925,0.636,44.181
S5_IN1,Furrow,863.963,0.512,50.954
S5_IN1,Furrow,1984.824,0.552,67.382
S5_IN1,Furrow,1145.775,0.736,48.229
S5_IN1,Furrow,2105.233,0.532,80.398
S5_IN1,Furrow,1236.668,0.773,43.467
S5_IN1,Furrow,1664.923,0.647,59.551
S5_IN1,Furrow,1495.245,0.518,64.022
S5_IN1,Furrow,1556.744,0.728,58.811
S5_IN1,Furrow,661.41,0.612,41.774
S5_IN1,Furrow,1788.796,0.659,50.054
S5_IN1,Furrow,888.406,0.67,41.139
S5_IN1,Furrow,1562.133,0.579,61.509
S5_IN1,Furrow,2272.392,0.563,69.26
S5_IN1,Furrow,1843.892,0.496,66.403
S5_IN1,Furrow,2016.982,0.69,68.863
S5_IN1,Furrow,2191.034,0.578,79.895
S5_IN1,Furrow,1203.618,0.694,39.975
S5_IN1,Furrow,1612.189,0.653,51.403
S5_IN1,Furrow,1605.418,0.693,59.34
S5_IN1,Furrow,2243.488,0.593,82.196
S5_IN1,Furrow,2105.915,0.631,66.562
S5_IN1,Furrow,1874.265,0.69,66.218
S5_IN1,Furrow,1384.581,0.697,45.874
S5_IN1,Furrow,874.724,0.608,45.768
S5_IN1,Furrow,3.447,0.618,3.388
S5_IN1,Furrow,622.795,0.751,31.509
S5_IN1,Furrow,1765.701,0.693,58.705
S5_IN1,Furrow,1158.25,0.644,54.525
S5_IN1,Furrow,450.003,0.807,27.938
S5_IN1,Furrow,1505.305,0.776,56.509
S5_IN1,Furrow,1440.831,0.709,56.509
S5_IN1,Furrow,1582.043,0.672,53.731
S5_IN1,Furrow,1823.474,0.637,58.599
S5_IN1,Furrow,1202.27,0.749,51.747
S5_IN1,Furrow,1909.59,0.715,64.366
S5_IN1,Furrow,1740.402,0.685,56.535
S5_IN1,Furrow,1979.96,0.647,55.821
S5_IN1,Furrow,1863.348,0.63,61.086
S5_IN3,Lobe,24.687,0.79,7.727
S5_IN3,Lobe,36.392,0.781,8.229
S5_IN3,Lobe,8.451,0.892,3.944
S5_IN3,Lobe,1001.956,0.331,80.424
S5_IN3,Lobe,1262.492,0.266,100.688
S5_IN3,Lobe,1424.35,0.464,78.625
S5_IN3,Lobe,1714.402,0.334,104.948
S5_IN3,Lobe,743.274,0.448,58.467
S5_IN3,Lobe,1857.906,0.247,130.106
S5_IN3,Lobe,183.553,0.36,32.488
S5_IN3,Lobe,839.749,0.398,58.096
S5_IN3,Lobe,831.21,0.305,70.953
S5_IN3,Lobe,1510.536,0.496,69.181
S5_IN3,Lobe,1116.574,0.334,77.805
S5_IN3,Lobe,1253.622,0.337,96.826
S5_IN3,Lobe,2639.2,0.368,129.048
S5_IN3,Lobe,859.292,0.395,63.414
S5_IN3,Lobe,1678.71,0.388,87.487
S5_IN3,Lobe,2003.335,0.344,117.857
S5_IN3,Lobe,839.049,0.387,66.853
S5_IN3,Lobe,1488.911,0.43,86.588
S5_IN3,Lobe,1090.225,0.344,77.911
S5_IN3,Lobe,1829.51,0.376,100.133
S5_IN3,Lobe,2043.646,0.291,126.905
S5_IN3,Lobe,1928.643,0.297,119.921
S5_IN3,Lobe,1922.397,0.368,104.233
S5_IN3,Lobe,2487.98,0.373,114.921
S5_IN3,Lobe,900.321,0.505,64.102
S5_IN3,Lobe,804.389,0.37,62.594
S5_IN3,Lobe,1326.091,0.309,87.408
S5_IN3,Lobe,2107.682,0.401,100.371
S5_IN3,Lobe,1099.025,0.356,77.964
S5_IN3,Lobe,920.826,0.509,60.054
S5_IN3,Lobe,730.292,0.461,57.435
S5_IN3,Lobe,823.845,0.337,76.059
S5_IN3,Lobe,861.864,0.413,64.763
S5_IN3,Lobe,1150.447,0.393,83.387
S5_IN3,Lobe,848.199,0.28,86.535
S5_IN3,Lobe,549.276,0.492,46.324
S5_IN3,Lobe,1353.63,0.325,94.498
S5_IN3,Lobe,1403.792,0.243,113.148
S5_IN3,Lobe,1747.925,0.303,114.603
S5_IN3,Lobe,1048.024,0.436,65.636
S5_IN3,Lobe,905.464,0.35,79.26
S5_IN3,Lobe,1765.684,0.3,116.482
S5_IN3,Lobe,1032.102,0.439,65.557
S5_IN3,Lobe,2442.227,0.283,134.524
S5_IN3,Lobe,1180.365,0.54,71.112
S5_IN3,Lobe,1145.897,0.283,95.265
S5_IN3,Lobe,1632.502,0.245,121.826
S5_IN3,Lobe,783.953,0.356,69.816
S5_IN3,Lobe,282.249,0.252,52.144
S5_IN3,Lobe,1014.011,0.5,64.525
S5_IN3,Lobe,858.295,0.392,72.911
S5_IN3,Lobe,16.586,0.498,6.907
S5_IN3,Lobe,529.243,0.4,51.827
S5_IN3,Lobe,1331.147,0.282,100.979
S5_IN3,Lobe,339.549,0.622,26.615
S5_IN3,Lobe,1016.95,0.578,58.784
S5_IN3,Lobe,956.116,0.434,53.705
S5_IN3,Lobe,1016.25,0.311,78.361
S5_IN3,Lobe,1736.115,0.252,115.582
S5_IN3,Lobe,2063.032,0.26,134.524
S5_IN3,Lobe,893.812,0.45,61.879
S5_IN3,Lobe,902.648,0.606,51.774
S5_IN3,Lobe,1638.136,0.202,134.709
S5_IN3,Lobe,1097.45,0.523,61.985
S5_IN3,Lobe,1431.698,0.397,81.932
S5_IN3,Lobe,1526.265,0.329,94.207
S5_IN3,Lobe,1077.82,0.295,92.223
S5_IN3,Lobe,1247.743,0.345,93.837
S5_IN3,Lobe,1885.865,0.421,90.583
S5_IN3,Lobe,1217.125,0.421,80.503
S5_IN3,Lobe,1561.205,0.334,100.371
S5_IN3,Lobe,1866.847,0.293,122.328
S5_IN3,Lobe,1830.122,0.238,117.963
S5_IN3,Lobe,2573.677,0.319,123.095
S5_IN3,Lobe,673.342,0.493,46.959
S5_IN3,Lobe,1748.432,0.34,105.873
S5_IN3,Lobe,1808.969,0.235,123.863
S5_IN3,Lobe,645.663,0.479,33.679
S5_IN3,Lobe,901.773,0.379,62.356
S5_IN3,Lobe,2.939,0.659,2.727
S5_IN3,Lobe,14.924,0.761,5.928
S5_IN3,Lobe,9.221,0.802,4.949
S5_IN3,Lobe,528.001,0.295,62.858
S5_IN3,Lobe,1403.582,0.4,87.196
S5_IN3,Lobe,1111.745,0.49,68.546
S5_IN3,Lobe,1546.159,0.508,79.392
S5_IN3,Lobe,1417.894,0.541,67.091
S5_IN3,Lobe,678.573,0.455,50.424
S5_IN3,Lobe,1867.004,0.286,121.72
S5_IN3,Lobe,922.033,0.381,68.89
S5_IN3,Lobe,1543.429,0.446,77.064
S5_IN3,Lobe,1276.612,0.316,89.419
S5_IN3,Lobe,1083.926,0.355,75.556
S5_IN3,Lobe,10.813,0.756,4.631
S5_IN3,Lobe,6.841,0.681,4.34
S5_IN3,Lobe,807.311,0.422,62.17
S5_IN3,Lobe,996.97,0.354,79.868
S5_IN3,Lobe,1100.32,0.393,68.758
S5_IN3,Lobe,385.564,0.604,30.213
S5_IN3,Lobe,1336.326,0.193,100.027
S5_IN3,Lobe,738.236,0.615,44.472
S5_IN3,Lobe,1096.103,0.277,79.207
S5_IN3,Lobe,2089.766,0.203,126.429
S5_IN3,Lobe,556.957,0.436,50.319
S5_IN3,Lobe,508.668,0.349,45.901
S5_IN3,Lobe,1315.996,0.384,71.8
S5_IN3,Lobe,2298.653,0.429,107.434
S5_IN3,Lobe,1.155,0.248,3.6
S5_IN3,Lobe,752.46,0.314,60.98
S5_IN3,Lobe,1137.254,0.465,70.821
S5_IN3,Lobe,509.105,0.416,43.176
S5_IN3,Lobe,781.626,0.449,58.943
S5_IN3,Lobe,717.433,0.313,56.324
S5_IN3,Lobe,1295,0.271,98.704
S5_IN3,Lobe,1350.883,0.226,108.281
S5_IN3,Lobe,1269.386,0.381,77.726
S5_IN3,Lobe,396.044,0.424,46.88
S5_IN3,Lobe,349.714,0.495,35.239
S5_IN3,Lobe,928.944,0.318,79.313
S5_IN3,Lobe,1073.008,0.315,84.551
S5_IN3,Lobe,1944.303,0.211,145.053
S5_IN3,Lobe,1745.318,0.296,93.096
S5_IN3,Lobe,902,0.421,56.244
S5_IN3,Lobe,759.791,0.482,55.028
S5_IN3,Lobe,2420.602,0.278,120.053
S5_IN3,Lobe,1251.995,0.249,88.387
S5_IN3,Lobe,1224.543,0.483,73.599
S5_IN3,Lobe,1284.013,0.176,122.54
S5_IN3,Lobe,1397.808,0.258,88.228
S5_IN3,Lobe,1255.476,0.421,73.969
S5_IN3,Lobe,998.474,0.258,71.271
S5_IN3,Lobe,887.933,0.45,53.308
S5_IN3,Lobe,1379.857,0.463,74.657
S5_IN3,Lobe,1313.756,0.32,92.725
S5_IN3,Lobe,1772.577,0.314,112.275
S5_IN3,Lobe,43.548,0.559,10.875
S5_IN3,Lobe,1071.836,0.498,62.938
S5_IN3,Lobe,604.757,0.474,44.975
S5_IN3,Lobe,291.032,0.486,34.684
S5_IN3,Lobe,1138.672,0.248,69.816
S5_IN3,Lobe,202.204,0.553,26.377
S5_IN3,Lobe,8.976,0.903,3.494
S5_IN3,Lobe,4.444,0.511,3.626
S5_IN3,Lobe,963.202,0.314,55.319
S5_IN3,Lobe,686.219,0.297,51.377
S5_IN3,Lobe,1395.709,0.302,83.995
S5_IN3,Lobe,245.367,0.538,26.43
S5_IN3,Lobe,843.913,0.362,61.668
S5_IN3,Lobe,704.153,0.468,42.911
S5_IN3,Lobe,1653.13,0.313,101.535
S5_IN3,Lobe,1156.22,0.4,80.556
S5_IN3,Lobe,777.06,0.31,68.202
S5_IN3,Lobe,674.479,0.419,53.52
S5_IN3,Lobe,1245.748,0.342,68.837
S5_IN3,Lobe,1033.362,0.292,77.197
S5_IN3,Lobe,1648.214,0.467,69.604
S5_IN3,Furrow,19.438,0.666,6.139
S5_IN3,Furrow,708.282,0.557,49.71
S5_IN3,Furrow,821.815,0.678,48.335
S5_IN3,Furrow,1160.682,0.727,51.853
S5_IN3,Furrow,1061.898,0.545,59.287
S5_IN3,Furrow,986.367,0.661,48.493
S5_IN3,Furrow,944.673,0.681,52.25
S5_IN3,Furrow,1749.202,0.553,83.202
S5_IN3,Furrow,919.724,0.75,42.329
S5_IN3,Furrow,810.425,0.749,39.128
S5_IN3,Furrow,2358.036,0.42,115.662
S5_IN3,Furrow,1701.018,0.471,94.207
S5_IN3,Furrow,1257.086,0.611,66.985
S5_IN3,Furrow,1067.777,0.723,51.562
S5_IN3,Furrow,787.365,0.245,84.445
S5_IN3,Furrow,509.98,0.354,53.652
S5_IN3,Furrow,1496.662,0.566,79.472
S5_IN3,Furrow,723.749,0.639,33.202
S5_IN3,Furrow,1006.855,0.731,49.234
S5_IN3,Furrow,2121.119,0.352,106.799
S5_IN3,Furrow,1711.06,0.468,94.445
S5_IN3,Furrow,1369.114,0.582,72.197
S5_IN3,Furrow,1433.36,0.568,70.583
S5_IN3,Furrow,2075.507,0.36,120.688
S5_IN3,Furrow,960.77,0.558,63.096
S5_IN3,Furrow,957.708,0.577,45.213
S5_IN3,Furrow,187.822,0.56,22.965
S5_IN3,Furrow,636.04,0.451,42.964
S5_IN3,Furrow,1364.705,0.598,70.265
S5_IN3,Furrow,789.237,0.62,50.927
S5_IN3,Furrow,1308.472,0.476,76.112
S5_IN3,Furrow,989.919,0.564,64.234
S5_IN3,Furrow,1696.591,0.637,62.065
S5_IN3,Furrow,1592.244,0.55,82.011
S5_IN3,Furrow,1505.235,0.577,77.435
S5_IN3,Furrow,2133.769,0.356,116.984
S5_IN3,Furrow,867.428,0.808,37.038
S5_IN3,Furrow,1273.515,0.44,81.614
S5_IN3,Furrow,1296.732,0.508,75.398
S5_IN3,Furrow,1409.793,0.642,65.424
S5_IN3,Furrow,2280.352,0.276,146.349
S5_IN3,Furrow,1270.873,0.57,66.165
S5_IN3,Furrow,882.632,0.494,42.7
S5_IN3,Furrow,948.155,0.73,47.303
S5_IN3,Furrow,1306.81,0.593,62.117
S5_IN3,Furrow,1855.667,0.468,96.905
S5_IN3,Furrow,668.985,0.736,39.049
S5_IN3,Furrow,1501.421,0.595,75.054
S5_IN3,Furrow,1331.725,0.664,59.445
S5_IN3,Furrow,1171.057,0.703,52.938
S5_IN3,Furrow,1008.78,0.434,76.456
S5_IN3,Furrow,1484.309,0.583,70.504
S5_IN3,Furrow,1128.296,0.395,81.72
S5_IN3,Furrow,1396.338,0.623,65.927
S5_IN3,Furrow,1457.033,0.616,65.371
S5_IN3,Furrow,956.256,0.46,68.149
S5_IN3,Furrow,1865.937,0.526,84.895
S5_IN3,Furrow,1194.747,0.508,69.26
S5_IN3,Furrow,1377.617,0.584,71.377
S5_IN3,Furrow,810.04,0.783,38.996
S5_IN3,Furrow,839.679,0.642,51.959
S5_IN3,Furrow,1063.333,0.718,53.043
S5_IN3,Furrow,1489.033,0.63,71.509
S5_IN3,Furrow,652.364,0.53,48.784
S5_IN3,Furrow,1451.172,0.63,70.398
S5_IN3,Furrow,463.982,0.585,42.567
S5_IN3,Furrow,1496.469,0.459,88.043
S5_IN3,Furrow,1569.306,0.485,82.223
S5_IN3,Furrow,1390.617,0.379,95.45
S5_IN3,Furrow,1274.372,0.483,66.985
S5_IN3,Furrow,1482.525,0.568,68.07
S5_IN3,Furrow,1255.791,0.454,69.445
S5_IN3,Furrow,989.744,0.547,57.382
S5_IN3,Furrow,2706.823,0.396,116.826
S5_IN3,Furrow,806.716,0.727,43.996
S5_IN3,Furrow,319.848,0.849,21.192
S5_IN3,Furrow,1622.897,0.542,72.541
S5_IN3,Furrow,766.842,0.692,43.758
S5_IN3,Furrow,2283.712,0.487,101.879
S5_IN3,Furrow,1440.779,0.496,81.482
S5_IN3,Furrow,965.844,0.566,49.234
S5_IN3,Furrow,549.119,0.609,38.917
S5_IN3,Furrow,1003.951,0.612,52.065
S5_IN3,Furrow,1736.605,0.593,78.017
S5_IN3,Furrow,857.525,0.687,45.372
