ID,Lobe_Furrow,Area,Circularity,GedesicDiameter
S5_IN1,Furrow,1226.14,0.748,48.941
S5_IN1,Furrow,1202.574,0.755,48.715
S5_IN1,Furrow,1519.847,0.67,53.807
S5_IN1,Furrow,1156.68,0.577,53.693
S5_IN1,Furrow,1697.399,0.634,57.88
S5_IN1,Furrow,909.527,0.736,43.906
S5_IN1,Furrow,1411.115,0.565,55.08
S5_IN1,Furrow,1282.757,0.636,53.382
S5_IN1,Furrow,1427.88,0.568,63.99
S5_IN1,Furrow,1176.446,0.77,44.839
S5_IN1,Furrow,1539.373,0.579,55.9
S5_IN1,Furrow,1454.808,0.746,46.169
S5_IN1,Furrow,1872.491,0.54,65.631
S5_IN1,Furrow,650.711,0.671,39.691
S5_IN1,Furrow,1475.834,0.615,64.33
S5_IN1,Furrow,1921.385,0.537,70.723
S5_IN1,Furrow,1407.974,0.698,52.166
S5_IN1,Furrow,1777.363,0.665,61.869
S5_IN1,Furrow,935.955,0.829,36.353
S5_IN1,Furrow,1333.512,0.732,52.534
S5_IN1,Furrow,1697.839,0.677,58.644
S5_IN1,Furrow,1776.302,0.494,67.074
S5_IN1,Furrow,1013.198,0.538,54.966
S5_IN1,Furrow,2072.389,0.586,66.169
S5_IN1,Furrow,1388.588,0.724,48.63
S5_IN1,Furrow,1297.702,0.702,49.224
S5_IN1,Furrow,946.158,0.72,47.725
S5_IN1,Furrow,1585.846,0.729,59.295
S5_IN1,Furrow,2300.396,0.636,66.876
S5_IN1,Furrow,1307.985,0.731,45.094
S5_IN1,Furrow,1075.082,0.701,49.72
S5_IN1,Furrow,1740.802,0.555,63.777
S5_IN1,Furrow,1008.845,0.437,53.495
S5_IN1,Furrow,1670.578,0.545,71.608
S5_IN1,Furrow,1624.952,0.57,63.298
S5_IN1,Furrow,1428.484,0.716,47.636
S5_IN1,Furrow,604.304,0.755,34.284
S5_IN1,Furrow,1163.894,0.55,54.96
S5_IN1,Furrow,1231.162,0.649,42.96
S5_IN1,Furrow,1235.883,0.595,52.763
S5_IN1,Furrow,1372.899,0.476,69.41
S5_IN1,Furrow,1613.704,0.615,55.016
S5_IN1,Furrow,1030.905,0.653,51.777
S5_IN1,Furrow,1544.591,0.606,51.382
S5_IN1,Furrow,839.752,0.468,60.903
S5_IN1,Furrow,1353.38,0.68,53.664
S5_IN1,Furrow,1813.367,0.555,60.988
S5_IN1,Furrow,993.571,0.598,41.101
S5_IN1,Furrow,1302.199,0.694,47.157
S5_IN1,Furrow,1789.423,0.56,69.861
S5_IN1,Furrow,2080.853,0.475,80.734
S5_IN1,Furrow,1293.411,0.569,63.354
S5_IN1,Furrow,1816.898,0.467,86.171
S5_IN1,Furrow,1656.831,0.592,56.115
S5_IN1,Furrow,1269.428,0.605,44.988
S5_IN1,Furrow,1894.858,0.554,73.551
S5_IN1,Furrow,1391.269,0.51,54.115
S5_IN1,Furrow,1343.302,0.685,47.523
S5_IN1,Furrow,1695.077,0.55,56.453
S5_IN1,Furrow,1719.298,0.596,59.298
S5_IN1,Furrow,1652.585,0.632,51.354
S5_IN1,Furrow,1347.904,0.574,60.763
S5_IN1,Furrow,1699.897,0.615,58.791
S5_IN1,Furrow,1234.376,0.615,55.946
S5_IN1,Furrow,1685.178,0.519,67.805
S5_IN1,Furrow,1318.506,0.479,62.424
S5_IN1,Furrow,1612.038,0.487,73.72
S5_IN1,Furrow,1936.993,0.509,74.199
S5_IN1,Furrow,1147.25,0.543,48.96
S5_IN1,Furrow,1545.067,0.499,59.185
S5_IN1,Furrow,1057.625,0.558,51.946
S5_IN1,Furrow,1771.708,0.446,71.805
S5_IN1,Furrow,1236.201,0.607,52.537
S5_IN1,Furrow,1786.309,0.576,56.002
S5_IN1,Furrow,1965.836,0.51,80.819
S5_IN1,Furrow,1146.298,0.603,43.72
S5_IN1,Furrow,1418.486,0.713,53.241
S5_IN1,Furrow,923.783,0.617,44.03
S5_IN1,Furrow,1227.988,0.605,48.34
S5_IN1,Furrow,1407.297,0.585,55.382
S5_IN1,Furrow,774.23,0.598,40.509
S5_IN1,Furrow,1463.556,0.611,52.537
S5_IN1,Furrow,2005.451,0.523,88.791
S5_IN1,Lobe,1931.72,0.469,88.453
S5_IN1,Lobe,1816.465,0.442,84.115
S5_IN1,Lobe,1287.998,0.499,66.115
S5_IN1,Lobe,1222.079,0.568,61.072
S5_IN1,Lobe,1531.561,0.481,71.551
S5_IN1,Lobe,1164.848,0.411,74.058
S5_IN1,Lobe,1943.96,0.36,107.636
S5_IN1,Lobe,994.148,0.603,56.481
S5_IN1,Lobe,1005.197,0.546,64.763
S5_IN1,Lobe,1820.571,0.352,101.129
S5_IN1,Lobe,1224.559,0.521,68.284
S5_IN1,Lobe,1925.888,0.434,94.96
S5_IN1,Lobe,1225.471,0.478,70.087
S5_IN1,Lobe,1440.508,0.45,77.861
S5_IN1,Lobe,979.607,0.513,45.974
S5_IN1,Lobe,1347.788,0.433,71.692
S5_IN1,Lobe,1707.28,0.412,90.875
S5_IN1,Lobe,1806.15,0.394,92.622
S5_IN1,Lobe,1537.096,0.433,81.213
S5_IN1,Lobe,1087.245,0.545,54.425
S5_IN1,Lobe,1809.006,0.492,82.087
S5_IN1,Lobe,1244.237,0.534,59.72
S5_IN1,Lobe,2325.808,0.423,102.312
S5_IN1,Lobe,1409.542,0.448,75.157
S5_IN1,Lobe,1074.073,0.625,48.34
S5_IN1,Lobe,1902.142,0.394,100.875
S5_IN1,Lobe,1186.768,0.626,59.016
S5_IN1,Lobe,1138.98,0.622,48.565
S5_IN1,Lobe,955.029,0.632,36.706
S5_IN1,Lobe,1469.49,0.465,71.917
S5_IN1,Lobe,1338.147,0.546,55.354
S5_IN1,Lobe,1233.644,0.444,65.185
S5_IN1,Lobe,1975.223,0.465,79.636
S5_IN1,Lobe,1249.732,0.435,69.467
S5_IN1,Lobe,1702.797,0.433,79.805
S5_IN1,Lobe,1228.229,0.574,47.382
S5_IN1,Lobe,1945.547,0.446,89.326
S5_IN1,Lobe,1062.726,0.602,43.551
S5_IN1,Lobe,1119.937,0.54,51.523
S5_IN3,Furrow,1332.97,0.434,83.354
S5_IN3,Furrow,1561.793,0.555,72.34
S5_IN3,Furrow,1363.876,0.409,75.354
S5_IN3,Furrow,1274.43,0.423,84.96
S5_IN3,Furrow,876.711,0.482,61.044
S5_IN3,Furrow,451.835,0.724,31.354
S5_IN3,Furrow,1434.636,0.571,72.988
S5_IN3,Furrow,1177.147,0.483,65.805
S5_IN3,Furrow,408.966,0.703,33.354
S5_IN3,Furrow,1223.249,0.511,61.946
S5_IN3,Furrow,1553.005,0.624,68.115
S5_IN3,Furrow,792.382,0.677,47.917
S5_IN3,Furrow,885.301,0.554,59.805
S5_IN3,Furrow,1393.712,0.663,55.889
S5_IN3,Furrow,981.234,0.624,53.016
S5_IN3,Furrow,1169.966,0.47,65.213
S5_IN3,Furrow,938.603,0.641,46.932
S5_IN3,Furrow,1674.291,0.309,97.523
S5_IN3,Furrow,1608.193,0.534,69.861
S5_IN3,Furrow,1351.022,0.458,75.044
S5_IN3,Furrow,1452.569,0.526,70.425
S5_IN3,Furrow,760.425,0.556,36.368
S5_IN3,Furrow,1223.805,0.421,74.087
S5_IN3,Furrow,1331.799,0.374,86.115
S5_IN3,Furrow,726.8,0.587,47.748
S5_IN3,Furrow,1062.448,0.292,80.706
S5_IN3,Furrow,1450.526,0.533,72.227
S5_IN3,Furrow,1439.615,0.556,67.467
S5_IN3,Furrow,676.77,0.65,45.382
S5_IN3,Furrow,1494.525,0.449,75.579
S5_IN3,Furrow,991.609,0.345,73.72
S5_IN3,Furrow,954.989,0.488,60.368
S5_IN3,Furrow,1046.638,0.335,76.227
S5_IN3,Furrow,585.935,0.57,44.481
S5_IN3,Furrow,627.951,0.508,45.157
S5_IN3,Furrow,1378.357,0.503,67.467
S5_IN3,Furrow,827.197,0.376,67.579
S5_IN3,Furrow,373.458,0.636,32.988
S5_IN3,Furrow,1122.297,0.616,58.284
S5_IN3,Furrow,1429.121,0.604,60.284
S5_IN3,Furrow,791.668,0.51,51.044
S5_IN3,Furrow,1074.192,0.508,55.072
S5_IN3,Furrow,742.214,0.524,55.467
S5_IN3,Furrow,539.179,0.533,46.227
S5_IN3,Furrow,740.587,0.561,45.044
S5_IN3,Furrow,951.418,0.406,75.016
S5_IN3,Furrow,1270.026,0.57,64.678
S5_IN3,Furrow,1699.226,0.455,90.594
S5_IN3,Furrow,678.357,0.468,57.917
S5_IN3,Furrow,1865.622,0.413,88.115
S5_IN3,Furrow,869.153,0.431,68.453
S5_IN3,Furrow,869.391,0.455,64.622
S5_IN3,Furrow,729.716,0.738,39.917
S5_IN3,Furrow,1546.36,0.502,72.453
S5_IN3,Furrow,1509.502,0.416,82.256
S5_IN3,Furrow,1330.728,0.451,71.805
S5_IN3,Furrow,1408.054,0.441,74.453
S5_IN3,Lobe,1623.583,0.41,86.537
S5_IN3,Lobe,1334.395,0.47,66.143
S5_IN3,Lobe,1175.895,0.251,100.199
S5_IN3,Lobe,1997.754,0.394,104.706
S5_IN3,Lobe,972.999,0.375,63.157
S5_IN3,Lobe,1325.23,0.342,86.65
S5_IN3,Lobe,1594.343,0.315,107.213
S5_IN3,Lobe,1342.886,0.332,80.143
S5_IN3,Lobe,1437.609,0.374,83.354
S5_IN3,Lobe,1767.741,0.235,117.241
S5_IN3,Lobe,1684.524,0.282,104.312
S5_IN3,Lobe,1416.601,0.394,84.847
S5_IN3,Lobe,1579.267,0.336,102.988
S5_IN3,Lobe,1864.825,0.274,112.819
S5_IN3,Lobe,1940.623,0.37,102.481
S5_IN3,Lobe,1518.208,0.385,92.537
S5_IN3,Lobe,1788.59,0.283,107.044
S5_IN3,Lobe,1473.792,0.291,116.03
S5_IN3,Lobe,713.805,0.575,36.903
S5_IN3,Lobe,733.98,0.454,44.791
S5_IN3,Lobe,1712.772,0.389,95.608
S5_IN3,Lobe,1543.401,0.332,105.382
S5_IN3,Lobe,1275.459,0.455,71.777
S5_IN3,Lobe,1616.323,0.398,97.439
S5_IN3,Lobe,1527.194,0.477,75.72
S5_IN3,Lobe,965.918,0.534,52.593
S5_IN3,Lobe,1459.707,0.412,82.03
S5_IN3,Lobe,1234.614,0.453,74.115
S5_IN3,Lobe,1667.979,0.286,120.115
S5_IN3,Lobe,1811.482,0.385,99.072
S5_IN3,Lobe,2387.379,0.236,140.481
S5_IN3,Lobe,1484.048,0.363,87.889
S5_IN3,Lobe,1601.108,0.389,89.692
S5_IN3,Lobe,1804.837,0.38,101.777
S5_IN3,Lobe,1286.667,0.333,86.593
S5_IN3,Lobe,1870.994,0.31,102.537
S5_IN3,Lobe,846.795,0.455,61.044
S5_IN3,Lobe,2713.544,0.27,152.34
S5_IN3,Lobe,674.364,0.504,59.436
S5_IN3,Lobe,842.474,0.542,62.52
S5_IN3,Lobe,1008.565,0.349,88.036
S5_IN3,Lobe,995.221,0.464,71.233
S5_IN3,Lobe,979.156,0.364,87.923
S5_IN3,Lobe,1156.169,0.619,68.771
S5_IN3,Lobe,1011.525,0.549,67.47
S5_IN3,Lobe,658.739,0.377,69.592
S5_IN3,Lobe,646.775,0.672,45.801
S5_IN3,Lobe,1208.705,0.405,85.603
S5_IN3,Lobe,773.294,0.51,63.991
S5_IN3,Lobe,1337.464,0.453,90.356
S5_IN3,Lobe,702.492,0.628,51.855
S5_IN3,Lobe,966.412,0.518,69.224
S5_IN3,Lobe,978.776,0.285,89.648
S5_IN3,Lobe,1525.861,0.497,90.214
S5_IN3,Lobe,1169.253,0.472,81.19
S5_IN3,Lobe,975.595,0.441,79.351
S5_IN3,Lobe,894.13,0.701,49.309
S5_IN3,Lobe,1524.08,0.576,76.947
S5_IN3,Lobe,879.346,0.642,55.617
S5_IN3,Lobe,731.961,0.514,59.691
S5_IN3,Lobe,791.739,0.606,56.353
S5_IN3,Lobe,760.83,0.658,51.487
S5_IN3,Lobe,855.918,0.374,80.143
S5_IN3,Furrow,798.102,0.807,40.087
S5_IN3,Furrow,948.702,0.819,46.895
S5_IN3,Furrow,562.817,0.735,35.539
S5_IN3,Furrow,504.006,0.83,32.573
S5_IN3,Furrow,1114.742,0.76,56.301
S5_IN3,Furrow,914.269,0.653,57.008
S5_IN3,Furrow,1197.094,0.601,66.669
S5_IN3,Furrow,717.765,0.685,46.471
S5_IN3,Furrow,917.62,0.646,55.143
S5_IN3,Furrow,1189.513,0.587,70.991
S5_IN3,Furrow,652.411,0.785,38.674
S5_IN3,Furrow,635.474,0.739,40.284
S5_IN3,Furrow,846.321,0.683,48.703
S5_IN3,Furrow,1002.725,0.82,37.205
S5_IN3,Furrow,675.233,0.835,34.352
S5_IN3,Furrow,599.265,0.571,38.053
S5_IN3,Furrow,980.342,0.824,42.77
S5_IN3,Furrow,826.93,0.665,48.505
S5_IN3,Furrow,757.944,0.849,36.527
S5_IN3,Furrow,789.424,0.704,41.923
S5_IN3,Furrow,951.136,0.553,65.369
S5_IN3,Furrow,948.143,0.786,46.33
S5_IN3,Furrow,1246.708,0.883,45.482
S5_IN3,Furrow,496.684,0.83,33.335
S5_IN3,Furrow,996.401,0.701,47.77
S5_IN3,Furrow,364.359,0.604,34.098
S5_IN3,Furrow,1004.181,0.604,50.2
S5_IN3,Furrow,943.156,0.81,44.296
S5_IN3,Furrow,475.259,0.833,31.923
S5_IN3,Furrow,754.333,0.625,52.629
S5_IN3,Furrow,1199.288,0.625,69.183
S5_IN6,Furrow,1566.373,0.249,125.696
S5_IN6,Furrow,1040.712,0.35,81.471
S5_IN6,Furrow,2154.772,0.193,165.433
S5_IN6,Furrow,1094.926,0.462,72.521
S5_IN6,Furrow,1487.962,0.315,103.098
S5_IN6,Furrow,966.796,0.38,76.248
S5_IN6,Furrow,1829.16,0.197,154.357
S5_IN6,Furrow,1889.832,0.245,134.567
S5_IN6,Furrow,1424.276,0.284,91.838
S5_IN6,Furrow,2398.96,0.175,186.692
S5_IN6,Furrow,1052.768,0.24,104.357
S5_IN6,Furrow,1813.919,0.191,153.202
S5_IN6,Furrow,1357.335,0.21,120.735
S5_IN6,Furrow,472.015,0.467,44.306
S5_IN6,Furrow,905.28,0.264,91.733
S5_IN6,Furrow,1585.317,0.195,142.992
S5_IN6,Furrow,513.864,0.395,54.883
S5_IN6,Furrow,1418.059,0.241,120.814
S5_IN6,Furrow,1285.52,0.208,125.144
S5_IN6,Furrow,1521.476,0.175,146.981
S5_IN6,Furrow,1783.849,0.249,133.963
S5_IN6,Furrow,1822.96,0.24,135.643
S5_IN6,Furrow,944.632,0.299,90.867
S5_IN6,Furrow,797.696,0.347,75.696
S5_IN6,Furrow,1588.727,0.221,133.648
S5_IN6,Furrow,1043.554,0.162,125.354
S5_IN6,Furrow,1912.169,0.171,170.236
S5_IN6,Furrow,1214.136,0.275,101.602
S5_IN6,Furrow,1156.098,0.298,94.515
S5_IN6,Furrow,1501.171,0.197,136.142
S5_IN6,Furrow,1183.223,0.163,139.291
S5_IN6,Furrow,1025.092,0.207,114.252
S5_IN6,Furrow,1634.657,0.221,133.412
S5_IN6,Furrow,858.454,0.269,89.292
S5_IN6,Furrow,754.452,0.301,77.665
S5_IN6,Furrow,1030.465,0.143,132.52
S5_IN6,Furrow,522.871,0.508,44.306
S5_IN6,Furrow,1528.726,0.202,137.48
S5_IN6,Furrow,933.644,0.273,90.526
S5_IN6,Furrow,424.31,0.54,41.76
S5_IN6,Furrow,1338.287,0.147,155.669
S5_IN6,Furrow,1099.215,0.337,86.011
S5_IN6,Furrow,1144.405,0.187,123.229
S5_IN6,Furrow,679.382,0.21,88.872
S5_IN6,Furrow,1241.845,0.253,110.761
S5_IN6,Furrow,1131.884,0.259,101.418
S5_IN6,Furrow,410.963,0.473,42.495
S5_IN6,Furrow,1122.843,0.179,126.404
S5_IN6,Furrow,538.456,0.411,51.182
S5_IN6,Furrow,335.429,0.353,46.589
S5_IN6,Lobe,401.268,0.429,42.547
S5_IN6,Lobe,1218.493,0.256,103.99
S5_IN6,Lobe,1089.605,0.29,93.57
S5_IN6,Lobe,987.187,0.315,84.174
S5_IN6,Lobe,963.128,0.254,96.3
S5_IN6,Lobe,695.588,0.31,73.912
S5_IN6,Lobe,562.618,0.389,54.516
S5_IN6,Lobe,1193.246,0.189,120.315
S5_IN6,Lobe,1088.193,0.283,91.392
S5_IN6,Lobe,1502.893,0.209,131.575
S5_IN6,Lobe,969.586,0.228,100.132
S5_IN6,Lobe,1449.247,0.151,157.375
S5_IN6,Lobe,1264.44,0.13,156.561
S5_IN6,Lobe,827.145,0.284,85.381
S5_IN6,Lobe,1645.731,0.189,141.496
S5_IN6,Lobe,1708.504,0.168,165.091
S5_IN6,Lobe,453.863,0.364,54.516
S5_IN6,Lobe,1154.049,0.231,114.436
S5_IN6,Lobe,2120.845,0.148,192.414
S5_IN6,Lobe,1385.888,0.221,126.798
S5_IN6,Lobe,2368.184,0.178,186.613
S5_IN6,Lobe,713.412,0.305,73.439
S5_IN6,Lobe,862.122,0.234,95.617
S5_IN6,Lobe,1827.782,0.215,148.373
S5_IN6,Lobe,1733.424,0.206,145.512
S5_IN6,Lobe,1217.614,0.187,122.887
S5_IN6,Lobe,1834.619,0.161,173.831
S5_IN6,Lobe,1410.619,0.268,112.441
S5_IN6,Lobe,1163.917,0.253,106.09
S5_IN6,Lobe,2279.544,0.218,160.105
S5_IN6,Lobe,1618.141,0.16,162.204
S5_IN6,Lobe,1123.532,0.233,109.108
S5_IN6,Lobe,1832.863,0.279,120.026
S5_IN6,Lobe,975.287,0.319,69.082
S5_IN6,Lobe,1569.817,0.157,159.029
S5_IN6,Lobe,737.437,0.305,73.544
S5_IN6,Lobe,1490.356,0.205,133.36
S5_IN6,Lobe,1073.227,0.177,122.257
S5_IN6,Lobe,1176.489,0.331,86.457
S5_IN6,Lobe,369.993,0.196,70.473
S5_IN6,Lobe,560.466,0.369,56.615
S5_IN6,Lobe,624.617,0.356,60.841
S5_IN6,Lobe,1116.299,0.148,135.591
S5_IN6,Lobe,673.199,0.3,72.704
S5_IN6,Lobe,702.341,0.389,66.004
S5_IN6,Lobe,1332.167,0.211,124.733
S5_IN6,Lobe,642.523,0.41,61.589
S5_IN6,Lobe,886.402,0.271,87.486
S5_IN6,Lobe,847.291,0.314,79.505
S5_IN6,Lobe,777.9,0.352,72.995
S5_IN6,Lobe,1063.935,0.258,100.42
S5_IN6,Lobe,829.087,0.372,69.457
S5_IN6,Lobe,965.186,0.313,83.835
S5_IN6,Lobe,1129.862,0.279,101.185
S5_IN6,Lobe,1699.669,0.214,145.479
S5_IN6,Lobe,1296.8,0.267,111.657
S5_IN6,Lobe,1448.179,0.279,114.204
S5_IN6,Lobe,757.714,0.463,63.797
S5_IN6,Lobe,1425.509,0.301,105.628
S5_IN6,Lobe,1584.738,0.21,141.714
S5_IN6,Lobe,1060.431,0.223,111.317
S5_IN6,Lobe,1713.106,0.295,122.242
S5_IN6,Lobe,1229.572,0.347,91.873
S5_IN6,Lobe,1176.963,0.278,104.185
S5_IN6,Lobe,860.669,0.526,56.721
S5_IN6,Lobe,698.796,0.282,80.693
S5_IN6,Lobe,1141.076,0.468,70.278
S5_IN6,Lobe,1334.73,0.283,105.77
S5_IN6,Lobe,1690.697,0.352,102.685
S5_IN6,Lobe,1518.711,0.328,100.703
S5_IN6,Lobe,1434.301,0.268,117.317
S5_IN6,Lobe,846.13,0.379,71.41
S5_IN6,Lobe,903.144,0.287,90.316
S5_IN6,Lobe,1083.259,0.347,98.321
S5_IN6,Furrow,1014.009,0.387,76.589
S5_IN6,Furrow,664.113,0.526,46.956
S5_IN6,Furrow,1252.321,0.3,94.226
S5_IN6,Furrow,553.739,0.353,60.241
S5_IN6,Furrow,958.043,0.274,95.371
S5_IN6,Furrow,610.791,0.562,47.672
S5_IN6,Furrow,854.267,0.352,72.38
S5_IN6,Furrow,1560.001,0.189,151.115
S5_IN6,Furrow,851.91,0.407,69.288
S5_IN6,Furrow,1236.685,0.259,110.23
S5_IN6,Furrow,658.088,0.359,65.681
S5_IN6,Furrow,908.389,0.367,67.112
S5_IN6,Furrow,1048.499,0.287,90.847
S5_IN6,Furrow,785.8,0.407,63.534
S5_IN6,Furrow,969.99,0.435,61.443
S5_IN6,Furrow,776.64,0.341,73.01
S5_IN6,Furrow,552.755,0.652,39.827
S5_IN6,Furrow,724.69,0.359,69.145
S5_IN6,Furrow,971.036,0.452,68.63
S5_IN6,Furrow,686.615,0.296,73.125
S5_IN6,Furrow,506.707,0.441,50.421
S5_IN6,Furrow,1062.352,0.436,75.1
S5_IN6,Furrow,934.579,0.536,58.924
S5_IN6,Furrow,1179.53,0.365,81.829
S5_IN6,Furrow,1158.73,0.268,105.077
S5_IN6,Furrow,636.141,0.387,60.413
S5_IN6,Furrow,1022.944,0.33,83.775
S5_IN6,Furrow,578.023,0.498,46.67
S5_IN6,Furrow,735.879,0.467,58.036
S5_IN6,Furrow,655.793,0.496,46.584
S5_IN6,Furrow,977.573,0.453,67.714
S5_IN6,Furrow,617.799,0.449,51.165
S5_IN6,Furrow,769.508,0.401,67.026
S5_IN6,Furrow,796.375,0.595,51.365
S5_IN6,Furrow,906.196,0.23,98.348
S5_IN6,Furrow,1507.417,0.306,112.005
S5_IN6,Furrow,847.156,0.497,56.834
S5_IN6,Furrow,805.268,0.527,52.682
S5_IN6,Furrow,620.709,0.41,58.867
S5_IN6,Furrow,569.908,0.442,53.828
S5_IN6,Furrow,1087.046,0.371,84.262